Chain/Market,Tag name,Date tag,Price per unit,Price per liter,Value,Volume,Distribution relevant rate,Manufacturer,Segment,Brand,Taste,Pack type,Size,SKU,SKU2,"ABV, %"
Antaris,TG39733,JUL 2011,1.12,2.25,0.307687474,0.136749989,3.931385172,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,AUG 2011,1.3,2.61,0.204701781,0.078429801,1.293162862,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,SEP 2011,1.33,2.67,0.096967355,0.036317361,0.277280658,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,OCT 2011,1.33,2.67,0.156732041,0.058701139,0.72440936,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,NOV 2011,1.34,2.68,0.139993847,0.05223651,0.57363984,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,DEC 2011,1.12,2.25,0.343297767,0.152576785,4.894044554,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,JAN 2012,1.16,2.33,0.225024265,0.096576938,1.960820592,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,FEB 2012,1.29,2.58,0.143556319,0.055641984,2.81937934,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,MAR 2012,1.33,2.66,0.082810603,0.031131806,1.57744859,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,APR 2012,1.12,2.24,0.427389544,0.190798904,6.034969319,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,MAY 2012,1.02,2.04,0.454909931,0.222995064,7.053333878,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,JUN 2012,1.03,2.07,0.293897382,0.141979412,2.662113967,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,JUL 2012,1.15,2.31,0.206026106,0.08918879,1.672289821,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,AUG 2012,0.79,1.58,0.044869142,0.028398191,0.202763085,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,SEP 2012,0.79,1.58,0.052019021,0.032923431,0.2350733,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,OCT 2012,0.69,1.38,0.025919237,0.018782056,0.069117965,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,NOV 2012,0.79,1.58,0.00357494,0.00226262,0.008326442,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,DEC 2012,0.89,1.78,0.006287775,0.003532458,0.009678935,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG39733,JAN 2013,0.69,1.38,0.001561208,0.00113131,0.00309979,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,can,0.5,KISS BLACKCURRANT 4.5% CT 0.5L,Kiss Blackcurrant 0.5 can,0.045
Antaris,TG31996,JUL 2011,2.68,1.79,0.75119664,0.419662927,22.66740379,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,AUG 2011,2.98,1.99,0.495655101,0.249072915,7.984607601,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,SEP 2011,3.07,2.05,0.118704439,0.057904604,0.431545673,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,OCT 2011,3.09,2.06,0.217663823,0.10566205,1.436940004,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,NOV 2011,3.09,2.06,0.189555155,0.092017066,1.089776226,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,DEC 2011,2.73,1.82,0.864962494,0.475254118,29.07048966,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,JAN 2012,3.01,2.01,0.49367554,0.245609721,7.764109902,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,FEB 2012,2.92,1.95,0.345360099,0.177107743,8.736724967,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,MAR 2012,1.87,1.25,0.546437185,0.437149748,21.56459708,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,APR 2012,2.4,1.6,0.038178251,0.023861407,0.16416648,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,MAY 2012,1.74,1.16,0.057206424,0.049315883,0.339293276,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG31996,SEP 2012,2.68,1.79,0.006075135,0.00339393,0.000203636,CARLSBERG BALTIC,MAINSTREAM,KISS,BLACKCURRANT,PET,1.5,KISS BLACKCURRANT 4.5% CP 1.5L,Kiss Blackcurrant 1.5 PET,0.045
Antaris,TG20941,APR 2012,0.96,1.93,0.298171656,0.154493086,9.382365115,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,MAY 2012,1.03,2.06,0.486004103,0.235924322,14.32768407,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,JUN 2012,1.45,2.9,0.105286871,0.036305817,2.039660827,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,JUL 2012,1.1,2.21,0.482435628,0.218296664,12.26390659,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,AUG 2012,1.19,2.38,0.313540965,0.131739901,4.591135557,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,SEP 2012,1.39,2.78,0.119928793,0.043139854,1.503423903,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,OCT 2012,1.19,2.38,0.175947804,0.073927649,2.337592253,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,NOV 2012,1.19,2.38,0.199960668,0.084017087,2.656620302,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,DEC 2012,1.19,2.38,0.240293487,0.10096365,2.915830217,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,JAN 2013,1.29,2.58,0.178671029,0.069252337,2.000007486,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,FEB 2013,1.39,2.78,0.08828582,0.031757489,0.849830414,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,MAR 2013,0.79,1.58,0.349760433,0.221367363,5.923790631,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,APR 2013,0.99,1.98,0.024731361,0.012490586,0.236196991,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,MAY 2013,0.79,1.58,0.04636478,0.029344797,0.55491012,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,JUN 2013,1.49,2.98,0.010148313,0.003405474,0.007594207,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,JUL 2013,1.39,2.78,0.022849693,0.008219314,0.01832907,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,AUG 2013,1.49,2.98,0.020296626,0.006810948,0.008377466,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,SEP 2013,0.89,1.78,0.026281256,0.014764751,0.018160643,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,OCT 2013,1.49,2.98,0.003508908,0.001177486,0.003638432,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG20941,NOV 2013,0.89,1.78,0.018185232,0.010216422,0.031568745,CARLSBERG BALTIC,MAINSTREAM,KISS,CRANBERRY,can,0.5,KISS CRANBERRY 4.5% CT 0.5L,Kiss Cranberry 0.5 can,0.045
Antaris,TG96160,JUL 2011,0.99,1.98,0.474800994,0.239798482,8.263071403,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,AUG 2011,1.25,2.5,0.375035054,0.150014022,3.233794042,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,SEP 2011,1.33,2.67,0.136420062,0.051093656,0.375130701,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,OCT 2011,1.29,2.58,0.139297283,0.053991195,0.41888473,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,NOV 2011,1.16,2.32,0.289861953,0.124940497,2.24313342,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,DEC 2011,1.33,2.67,0.163050639,0.061067655,0.535884423,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,JAN 2012,1.33,2.67,0.218561829,0.081858363,0.96288575,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,FEB 2012,1.01,2.02,0.451965754,0.223745423,10.59882068,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,MAR 2012,1.14,2.29,0.210507594,0.091924714,4.35447369,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,APR 2012,0.96,1.92,0.597531188,0.31121416,13.18925611,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,MAY 2012,1.33,2.66,0.209268117,0.078672225,3.334128877,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,JUN 2012,1.13,2.26,0.402976797,0.178308317,7.881227613,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,JUL 2012,1.13,2.26,0.663114155,0.293413343,12.96886976,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,AUG 2012,1.19,2.38,0.356841049,0.149933214,6.460622186,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,SEP 2012,1.29,2.58,0.207977962,0.080611613,3.473554414,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,OCT 2012,1.19,2.38,0.25977303,0.109148332,4.392128884,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,NOV 2012,1.19,2.38,0.218945667,0.091993978,3.70183766,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,DEC 2012,1.09,2.18,0.166371611,0.076317253,2.263569713,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,JAN 2013,1.09,2.18,0.14855417,0.068144115,2.021154442,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,FEB 2013,0.99,1.98,0.123565378,0.062406757,1.37669305,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,MAR 2013,0.89,1.78,0.1365639,0.076721292,1.6924717,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,APR 2013,1.19,2.38,0.140450527,0.059012826,1.664161705,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,MAY 2013,0.99,1.98,0.302102035,0.152576785,4.302665346,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,JUN 2013,1.29,2.58,0.266591829,0.103330166,1.857876387,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,JUL 2013,1.39,2.78,0.319799418,0.115035762,2.068343,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,AUG 2013,1.09,2.18,1.619373832,0.742832033,22.27753268,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,SEP 2013,1.29,2.58,0.325175912,0.126037175,3.779854879,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,OCT 2013,1.49,2.98,0.206371964,0.069252337,1.964688794,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,NOV 2013,1.09,2.18,0.611581135,0.280541805,7.958971009,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,DEC 2013,1.09,2.18,0.534261495,0.24507408,7.188022781,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,JAN 2014,1.19,2.38,0.651655277,0.273804738,8.030692972,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,FEB 2014,1.09,2.18,0.553452993,0.25387752,5.037038982,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG96160,MAR 2014,1.49,2.98,0.486713088,0.16332654,2.084684512,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,can,0.5,KISS PEAR 4.5% CT 0.5L,Kiss Pear 0.5 can,0.045
Antaris,TG95944,AUG 2012,1.88,1.88,0.832731933,0.442942517,29.03045259,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,SEP 2012,2.29,2.29,0.31706996,0.138458498,9.074569935,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,OCT 2012,2.09,2.09,0.417009659,0.199526153,10.05212756,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,NOV 2012,2.09,2.09,0.67873847,0.324755249,16.36116944,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,DEC 2012,2.09,2.09,0.677001332,0.323924082,15.6552509,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,JAN 2013,1.99,1.99,0.411345951,0.206706508,9.990125539,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,FEB 2013,2.09,2.09,0.180372842,0.086302795,2.167926221,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,MAR 2013,1.49,1.49,0.404900485,0.271745292,6.82624174,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,APR 2013,1.59,1.59,0.090306248,0.056796382,0.942251981,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,MAY 2013,2.39,2.39,0.11780978,0.049292795,0.817767471,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,JUN 2013,1.88,1.88,2.391548816,1.272100434,40.56728284,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,JUL 2013,2.09,2.09,0.902732781,0.43192956,13.77423368,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,AUG 2013,2.49,2.49,0.435421845,0.174868211,6.791881314,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,SEP 2013,1.79,1.79,1.939538502,1.083541063,42.08473487,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,OCT 2013,2.29,2.29,0.446393475,0.194931648,4.676410246,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,NOV 2013,2.39,2.39,0.309229981,0.129384929,3.103944453,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,DEC 2013,1.88,1.88,0.283923175,0.151022966,3.903943661,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,JAN 2014,1.99,1.99,0.3851389,0.193537136,5.002934956,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,FEB 2014,1.59,1.59,0.323692833,0.203580398,2.767822033,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG95944,MAR 2014,1.79,1.79,0.264003876,0.147488199,1.452716224,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1,KISS PEAR 4.5% CP 1L,Kiss Pear 1 PET,0.045
Antaris,TG98488,JUL 2011,2.4,1.6,1.092836275,0.683022672,1.633812265,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,AUG 2011,2.89,1.93,0.723605996,0.374925387,0.896833619,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,SEP 2011,3.07,2.05,0.181535437,0.088553872,0.211823717,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,OCT 2011,3.03,2.02,0.313055425,0.154977933,0.648782622,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,NOV 2011,3.09,2.06,0.301847144,0.14652774,0.579961521,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,DEC 2011,2.98,1.99,0.539624505,0.271168093,1.986262546,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,JAN 2012,2.31,1.54,1.601968974,1.040239593,7.61958724,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,FEB 2012,2.49,1.66,1.187953131,0.715634416,30.17114698,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
Antaris,TG98488,MAR 2012,2.35,1.57,2.122090502,1.351650001,56.98556405,CARLSBERG BALTIC,MAINSTREAM,KISS,PEAR,PET,1.5,KISS PEAR 4.5% CP 1.5L,Kiss Pear 1.5 PET,0.045
