Lapas numurs,Sludinājumidatums_2,Iela,Ist.,m2,Stāvs,Sērija,Veids,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Adrese,Iela full,Rajons,Merged,Year
86,Сдаётся одна комната в двухкомнатной квартире. Комната закрывается н,,1,45,8,602.,Izire,70,1.555555556,Bauskas,201,"Latvia, Riga,",Katlakalns Bauskas 201,Katlakalns,"Latvia, Riga, Katlakalns Bauskas 201",2018
86,"Kvalitatīvs, gaišs un kluss dzīvoklis Vecrīgā pie Melngalvju nama. D",,2,90,4,Renov.,Izire,570,6.333333333,Grēcinieku,20,"Latvia, Riga,",Vecrīga Grēcinieku 20,Vecrīga,"Latvia, Riga, Vecrīga Grēcinieku 20",2018
87,"Izīrē 1-istabas dzīvokli netālu tirdzniecības centrs, veikali, mēbel",,1,33,8,602.,Izire,230,6.96969697,Eizenšteina,41,"Latvia, Riga,",Mežciems Eizenšteina 41,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 41",2018
87,"No 01.01.2019.gada izīrē studijas tipa dzīvokli ar visām ērtībām, ir",,1,34,3,P. kara,Izire,300,8.823529412,Brīvības,263,"Latvia, Riga,",Teika Brīvības 263,Teika,"Latvia, Riga, Teika Brīvības 263",2018
88,"Сдается 2-ух комнатная мебелированая квартира в Агенскалнсе, на длит",,2,60,4,Hrušč.,Izire,250,4.166666667,Grīna bulv.,15,"Latvia, Riga,",Āgenskalns Grīna bulv. 15,Āgenskalns,"Latvia, Riga, Āgenskalns Grīna bulv. 15",2018
88,На длительный срок сдается 2-комнатная 119 серии. Квартира в хорошем,,2,56,7,119.,Izire,370,6.607142857,Lejiņa,3,"Latvia, Riga,",Zolitūde Lejiņa 3,Zolitūde,"Latvia, Riga, Zolitūde Lejiņa 3",2018
88,"Burtnieku iela 36A Purvciems Blakus stāvvieta, blakus atrodas arī",,2,74,3,Jaun.,Izire,450,6.081081081,Burtnieku,36a,"Latvia, Riga,",Purvciems Burtnieku 36a,Purvciems,"Latvia, Riga, Purvciems Burtnieku 36a",2018
89,Сдаётся трёхкомнатная квартира на длительный срок. Квартира в хоро,,3,63,4,602.,Izire,330,5.238095238,Dzelzavas,76,"Latvia, Riga,",Purvciems Dzelzavas 76,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 76",2018
89,Tiek piedāvāts ilgtermiņa īrei tikko kapitāli izremontēts dzīvoklis,,2,50,2,LT proj.,Izire,380,7.6,Marsa g.,6,"Latvia, Riga,",Purvciems Marsa g. 6,Purvciems,"Latvia, Riga, Purvciems Marsa g. 6",2018
90,Izīrēju divas istabas dzīvoklī vienu aprīkotu istabu 16 kv. m plātīb,,2,50,2,LT proj.,Izire,100,2,Dzelzavas,84,"Latvia, Riga,",Purvciems Dzelzavas 84,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 84",2018
90,Квартира в новом проекте. Просторная 2-х комнатная квартира. С м,,2,79,6,Jaun.,Izire,470,5.949367089,Ciemupes,1,"Latvia, Riga,",Jugla Ciemupes 1,Jugla,"Latvia, Riga, Jugla Ciemupes 1",2018
91,"Izīrē 3-istabu dzīvokli Nīcgales ielā 40. Istabas izolētas, stikla p",,3,66,1,103.,Izire,400,6.060606061,Nīcgales,40,"Latvia, Riga,",Dārzciems Nīcgales 40,Dārzciems,"Latvia, Riga, Dārzciems Nīcgales 40",2018
91,"Īpašnieks izīrē gaišu, siltu, saulainu dzīvokli ar skatu uz zaļu pag",,2,44,1,P. kara,Izire,300,6.818181818,Satiksmes,4,"Latvia, Riga,",Torņakalns Satiksmes 4,Torņakalns,"Latvia, Riga, Torņakalns Satiksmes 4",2018
91,Ilgtermiņā izīrē mājīgu 2 istabu dzīvokli jaunajā projektā. -Mēbel,,2,48,4,Jaun.,Izire,490,10.20833333,Dārza,32,"Latvia, Riga,",Dzegužkalns Dārza 32,Dzegužkalns,"Latvia, Riga, Dzegužkalns Dārza 32",2018
92,Ilgtermiņa īrei tiek piedāvāts labiekārtots studio tipa 1-istabas dz,,1,25,3,Renov.,Izire,300,12,Krāslavas,22,"Latvia, Riga,",Maskavas priekšpilsēta Krāslavas 22,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Krāslavas 22",2018
93,"Tiek Izīrēts silts un saulains divistabu dzīvoklis projektā ""Jaunā T",,2,75,8,Jaun.,Izire,520,6.933333333,Ropažu,12,"Latvia, Riga,",Teika Ropažu 12,Teika,"Latvia, Riga, Teika Ropažu 12",2018
93,Хозяйка сдает однокомнатную квартиру в Плявниеках. Квартира мебили,,1,40,5,104.,Izire,230,5.75,Saharova,27,"Latvia, Riga,",Pļavnieki Saharova 27,Pļavnieki,"Latvia, Riga, Pļavnieki Saharova 27",2018
94,"Tiek izīrēts silts, gaišs dzīvoklis ar visām ērtībām, kas atrodas Sa",,2,64,9,467.,Izire,250,3.90625,Slāvu,19,"Latvia, Riga,",Ķengarags Slāvu 19,Ķengarags,"Latvia, Riga, Ķengarags Slāvu 19",2018
94,Сдается солнечная 2- комнатная квартира в новом проекте в центре Пур,,2,60,7,Jaun.,Izire,460,7.666666667,Stirnu,4,"Latvia, Riga,",Purvciems Stirnu 4,Purvciems,"Latvia, Riga, Purvciems Stirnu 4",2018
94,Сдаётся маленькая 2-х комнатная квартира после косметического ремонт,,2,33,1,Staļina,Izire,180,5.454545455,Emmas,14,"Latvia, Riga,",Vecmīlgrāvis Emmas 14,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 14",2018
94,"Izireju dzivokli studio tipa, apkure ar Jotul krasni vai ar elektris",,1,37,2,P. kara,Izire,220,5.945945946,Bāriņu,11,"Latvia, Riga,",Āgenskalns Bāriņu 11,Āgenskalns,"Latvia, Riga, Āgenskalns Bāriņu 11",2018
95,Сдается 2-комнатная квартира с высококачественной отделкой в новостр,,2,74,1,Jaun.,Izire,640,8.648648649,Visbijas pr.,45,"Latvia, Riga,",Mežaparks Visbijas pr. 45,Mežaparks,"Latvia, Riga, Mežaparks Visbijas pr. 45",2018
95,"Townhouse tipa dzīvoklis 2 līmeņos, kas drizumā būs gatavs dzīvošana",,5,190,2,Jaun.,Izire,"3,000",15.78947368,Kuģu,28,"Latvia, Riga,",Āgenskalns Kuģu 28,Āgenskalns,"Latvia, Riga, Āgenskalns Kuģu 28",2018
95,"Jauns dzīvoklis. Neviens nav dzīvojis, neliels gaišs, silts dzīvokli",,1,18,3,Jaun.,Izire,200,11.11111111,Krustpils,123,"Latvia, Riga,",Ķengarags Krustpils 123,Ķengarags,"Latvia, Riga, Ķengarags Krustpils 123",2018
96,"Mājīgs, elitārs dzīvoklis projektā „Kuģu iela 26”, ar skatu uz Vecrī",,3,101,2,Jaun.,Izire,"1,600",15.84158416,Kuģu,26,"Latvia, Riga,",Āgenskalns Kuģu 26,Āgenskalns,"Latvia, Riga, Āgenskalns Kuģu 26",2018
96,"Ekskluzīvs, augstas klass dzīvoklis projektā „Kuģu iela 26”, ar skat",,2,92,1,Jaun.,Izire,"1,500",16.30434783,Kuģu,26,"Latvia, Riga,",Āgenskalns Kuģu 26,Āgenskalns,"Latvia, Riga, Āgenskalns Kuģu 26",2018
96,"Skaists Dzīvoklis projektā „Kuģu iela 26”, ar skatu uz Vecrīgu, kas",,3,115,2,Jaun.,Izire,"1,290",11.2173913,Kuģu,26,"Latvia, Riga,",Āgenskalns Kuģu 26,Āgenskalns,"Latvia, Riga, Āgenskalns Kuģu 26",2018
96,"Сдаётся 2 комнатная квартира. Не угловая, солнечная, сухая, теплая,",,2,38,1,LT proj.,Izire,180,4.736842105,Dammes,26,"Latvia, Riga,",Imanta Dammes 26,Imanta,"Latvia, Riga, Imanta Dammes 26",2018
97,Владелец сдает в аренду 2-комнатную квартиру в Старой Риге. Квартира,,2,60,3,P. kara,Izire,650,10.83333333,Jāņa,3,"Latvia, Riga,",Vecrīga Jāņa 3,Vecrīga,"Latvia, Riga, Vecrīga Jāņa 3",2018
97,"Par labu cenu izīrējam gaišu, siltu 2-istabu dzīvokli izdevīgā vietā",,2,41,4,Hrušč.,Izire,240,5.853658537,Aglonas,31,"Latvia, Riga,",Ķengarags Aglonas 31,Ķengarags,"Latvia, Riga, Ķengarags Aglonas 31",2018
97,Хозяин сдаст уютную 2-ух комн. Квартиру ( комнаты отдельные 18 и 15,,2,52,2,LT proj.,Izire,250,4.807692308,Nīcgales,48/1,"Latvia, Riga,",Dārzciems Nīcgales 48/1,Dārzciems,"Latvia, Riga, Dārzciems Nīcgales 48/1",2018
97,"Izīrē jaunu dzīvokli(neviens nav dzīvojis) renovētā mājā, dzīvokli p",,1,19,3,Renov.,Izire,240,12.63157895,Maskavas,261,"Latvia, Riga,",Ķengarags Maskavas 261,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 261",2018
97,"Izīrē jaunu dzīvokli(neviens nav dzīvojis) renovētā mājā, dzīvokli p",,2,28,2,Renov.,Izire,330,11.78571429,Maskavas,261,"Latvia, Riga,",Ķengarags Maskavas 261,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 261",2018
98,"2 istabu dzīvoklis renovētā mājā, centra tuvumā. Dzīvoklis mēbelēts,",,2,45,3,Jaun.,Izire,440,9.777777778,Krāslavas,14,"Latvia, Riga,",Maskavas priekšpilsēta Krāslavas 14,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Krāslavas 14",2018
98,"Izīrē ilgtermiņā mēbelētu studijas tipa dzīvokli Vecrīgā, blakus Dom",,1,26,2,P. kara,Izire,350,13.46153846,Tirgoņu,10,"Latvia, Riga,",Vecrīga Tirgoņu 10,Vecrīga,"Latvia, Riga, Vecrīga Tirgoņu 10",2018
98,Сдается трехкомнатная квартира. Все комнаты раздельные. Площадь квар,,3,94,2,Renov.,Izire,700,7.446808511,Āgenskalna,4,"Latvia, Riga,",Āgenskalns Āgenskalna 4,Āgenskalns,"Latvia, Riga, Āgenskalns Āgenskalna 4",2018
98,Сдадим аккуратным порядочным людям на длительный срок. В квартире сд,,1,36,11,Specpr.,Izire,300,8.333333333,Rīvas,2,"Latvia, Riga,",Jugla Rīvas 2,Jugla,"Latvia, Riga, Jugla Rīvas 2",2018
99,Ilgtermiņā izīrē plašu 2 istabu dzīvokli. -Dzīvoklis ar veiksmīgu,,2,49,3,Jaun.,Izire,300,6.12244898,Stūrmaņu,25,"Latvia, Riga,",Bolderāja Stūrmaņu 25,Bolderāja,"Latvia, Riga, Bolderāja Stūrmaņu 25",2018
99,"Сдается уютная 2-ух комнатная квартира в элитном проекте ""Solaris"",",,2,65,5,Jaun.,Izire,450,6.923076923,Anniņmuižas,41,"Latvia, Riga,",Imanta Anniņmuižas 41,Imanta,"Latvia, Riga, Imanta Anniņmuižas 41",2018
99,С 15 декабря сдается квартира в проекте Zalves darzs. Благоустроен,,4,154,4,Jaun.,Izire,900,5.844155844,Zalves,43,"Latvia, Riga,",Šampēteris-Pleskodāle Zalves 43,Šampēteris-Pleskodāle,"Latvia, Riga, Šampēteris-Pleskodāle Zalves 43",2018
99,"Izīrē stilīgu, pilnībā mēbelētu dzīvokli jaunajā projektā Zundas Pas",,2,65,4,Jaun.,Izire,360,5.538461538,Ūdens,12,"Latvia, Riga,",Dzegužkalns Ūdens 12,Dzegužkalns,"Latvia, Riga, Dzegužkalns Ūdens 12",2018
99,Tiek izīrēts 2 istabu dzīvoklis vienā no skaistākajām Rīgas daudzdzī,,2,86,6,Jaun.,Izire,850,9.88372093,Liepājas,2,"Latvia, Riga,",Āgenskalns Liepājas 2,Āgenskalns,"Latvia, Riga, Āgenskalns Liepājas 2",2018
100,"Минимальный срок аренды 1 год. При заключении договора, оплата за пе",,2,43,5,Hrušč.,Izire,400,9.302325581,Maskavas,254/7,"Latvia, Riga,",Ķengarags Maskavas 254/7,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 254/7",2018
100,"Чистая, уютная квартира. Сдаёт владелец. Все вопросы по телефону пос",,3,60,7,467.,Izire,330,5.5,Lokomotīves,92,"Latvia, Riga,",Ķengarags Lokomotīves 92,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 92",2018
5,Офoрмим вид на жительство при покупке этой квартиры. Информация по т,,6,225,9,Jaun.,Pardod,"190,000",844.4444444,Prūšu,46,"Latvia, Riga,",Ķengarags Prūšu 46,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 46",2018
16,"Mainu rindu māju pret 1 izstabu dzīvoklī teikā, ar piemaksu vai pā",,5,165,1,Specpr.,Pardod,"179,000",1084.848485,Brīvības,,"Latvia, Riga,",Teika Brīvības,Teika,"Latvia, Riga, Teika Brīvības",2018
34,"Pārdod plašu, skaistu dzīvokli klusā privātmāju rajonā uz Pļavnieku",,5,98,2,Specpr.,Pardod,"119,000",1214.285714,Ilūkstes,1,"Latvia, Riga,",Pļavnieki Ilūkstes 1,Pļavnieki,"Latvia, Riga, Pļavnieki Ilūkstes 1",2018
44,Piedāvājam iegādāties greznu 5-istabu dzīvokli Vecrīgas vēsturiskajā,,5,138,3,P. kara,Pardod,"316,000",2289.855072,Audēju,3,"Latvia, Riga,",Vecrīga Audēju 3,Vecrīga,"Latvia, Riga, Vecrīga Audēju 3",2018
51,Хозяин продаёт за одну цену 2 совмещенные квартиры 119 серии (2 ух и,,5,140,6,119.,Pardod,"120,000",857.1428571,Ozolciema,18,"Latvia, Riga,",Ziepniekkalns Ozolciema 18,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 18",2018
67,Īpašnieks pārdod ekskluzīvu divstāvu dzīvokli jaunā mājā Teikā. Kval,,5,180,2,Jaun.,Pardod,"235,000",1305.555556,Caunes,11,"Latvia, Riga,",Teika Caunes 11,Teika,"Latvia, Riga, Teika Caunes 11",2018
70,Pārdod plašu piecu istabu dzīvokli ar trīs guļamistabām un divām van,,5,131,9,119.,Pardod,"175,000",1335.877863,Lejiņa,5,"Latvia, Riga,",Zolitūde Lejiņa 5,Zolitūde,"Latvia, Riga, Zolitūde Lejiņa 5",2018
78,Pillar īpašums. Tiek pārdots neizbūvēts divlīmeņu dzīvoklis - bez ap,,5,218,15,Jaun.,Pardod,"112,800",517.4311927,Duntes,28,"Latvia, Riga,",Sarkandaugava Duntes 28,Sarkandaugava,"Latvia, Riga, Sarkandaugava Duntes 28",2018
82,"Продаем двухэтажную квартиру, эксклюзивный проект в Межциемсе. П",,5,126,9,Specpr.,Pardod,"98,500",781.7460317,Eizenšteina,43,"Latvia, Riga,",Mežciems Eizenšteina 43,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 43",2018
84,Lielisks un plašs dzīvoklis kvalitatīvajā projektā- Teikā. Mājā ir t,,5,168,1,Priv. m.,Pardod,"235,000",1398.809524,Caunes,11,"Latvia, Riga,",Teika Caunes 11,Teika,"Latvia, Riga, Teika Caunes 11",2018
87,Pārdošanā pieejams ekskluzīvs piecu istabu dzīvoklis ar romantisku s,,5,280,5,Jaun.,Pardod,"735,000",2625,Kuģu,26,"Latvia, Riga,",Klīversala Kuģu 26,Klīversala,"Latvia, Riga, Klīversala Kuģu 26",2018
89,Продается полуподвальное помещение общей площадью 170 м2. Сделан к,,5,170,1,P. kara,Pardod,"35,000",205.8823529,Olgas,1,"Latvia, Riga,",Āgenskalns Olgas 1,Āgenskalns,"Latvia, Riga, Āgenskalns Olgas 1",2018
91,Инвестиционный объект. Доходность 15-20%. Первый блок - 110 кв метро,,5,110,1,Hrušč.,Pardod,"45,000",409.0909091,Tirzas,3,"Latvia, Riga,",Jugla Tirzas 3,Jugla,"Latvia, Riga, Jugla Tirzas 3",2018
95,"Pie labi attīstītas infrastruktūras, tuvu pilsētas centram, koptā un",,6,231,2,Renov.,Pardod,"215,000",930.7359307,Raudas,28,"Latvia, Riga,",Bieriņi Raudas 28,Bieriņi,"Latvia, Riga, Bieriņi Raudas 28",2018
99,"Bankas īpašums, bez parādiem un apgrūtinājumiem. Piecistabu dzīv",,5,105,2,P. kara,Pardod,"144,400",1375.238095,Peldu,19,"Latvia, Riga,",Vecrīga Peldu 19,Vecrīga,"Latvia, Riga, Vecrīga Peldu 19",2018
1,Продается квартира с полным евро ремонтом. Не угловая. Две застеклён,,4,88,3,103.,Pardod,"92,000",1045.454545,Baltāsbaznīcas,34,"Latvia, Riga,",Vecmīlgrāvis Baltāsbaznīcas 34,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Baltāsbaznīcas 34",2018
1,"Pārdodu 4 istabu dzīvokli bez remonta, dzīvoklis silts, gala sienai",,4,78,4,602.,Pardod,"57,000",730.7692308,Eizenšteina,55,"Latvia, Riga,",Mežciems Eizenšteina 55,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 55",2018
6,"Līdz 95% bankas līdzfinansējums: mazāka pirmā iemaksa, jo iespējams",,4,97,3,Jaun.,Pardod,"110,000",1134.020619,Putnu,14,"Latvia, Riga,",Ziepniekkalns Putnu 14,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Putnu 14",2018
7,Продается cветлая и уютная 4х комнатная квартира в Пурвциемсе. Kач,,4,92,9,119.,Pardod,"98,000",1065.217391,Ilūkstes,48,"Latvia, Riga,",Purvciems Ilūkstes 48,Purvciems,"Latvia, Riga, Purvciems Ilūkstes 48",2018
8,"Mājīgs, plašs un gaišs dzīvoklis jaunajā projektā privātmāju rajonā.",,4,204,3,Jaun.,Pardod,"193,000",946.0784314,Deglava,200,"Latvia, Riga,",Pļavnieki Deglava 200,Pļavnieki,"Latvia, Riga, Pļavnieki Deglava 200",2018
10,Оценка 83900eur. Не высокие коммунальные платежи. Рядом с Рижским за,,4,97,1,Specpr.,Pardod,"80,500",829.8969072,Parādes,32,"Latvia, Riga,",Daugavgrīva Parādes 32,Daugavgrīva,"Latvia, Riga, Daugavgrīva Parādes 32",2018
10,"Mājīgs dzīvoklis, laba atrašanās vieta un ērta piebraukšana. 4 Is",,4,79,6,602.,Pardod,"70,000",886.0759494,Salnas,12,"Latvia, Riga,",Pļavnieki Salnas 12,Pļavnieki,"Latvia, Riga, Pļavnieki Salnas 12",2018
12,"Ru/lv/en Продается квартира в реновированном здании ""Alises Apartam",,4,96,3,Renov.,Pardod,"204,800",2133.333333,Alīses,5,"Latvia, Riga,",Āgenskalns Alīses 5,Āgenskalns,"Latvia, Riga, Āgenskalns Alīses 5",2018
14,Atbrīvots. Griestu augstums 3.5 m. Vajadzīgs remonts. Centrāla apkur,,4,139,1,Staļina,Pardod,"48,000",345.323741,Viestura pr.,16,"Latvia, Riga,",Sarkandaugava Viestura pr. 16,Sarkandaugava,"Latvia, Riga, Sarkandaugava Viestura pr. 16",2018
14,"Pilna apdare, lieliska kvalitāte, gaumīgs dzīvoklis klusā Vecrīgas d",,4,93,3,Jaun.,Pardod,"185,200",1991.397849,Kungu,25,"Latvia, Riga,",Vecrīga Kungu 25,Vecrīga,"Latvia, Riga, Vecrīga Kungu 25",2018
19,"Objekta sastavā ir divi divistabu dzīvokli (kop. platība 76 m2), gar",,4,76,2,P. kara,Pardod,"30,000",394.7368421,M. Kalna,5,"Latvia, Riga,",Maskavas priekšpilsēta M. Kalna 5,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta M. Kalna 5",2018
20,Качественная 4 - х комнатная квартира в эксклюзивном трехэтажном ки,,4,109,1,Jaun.,Pardod,"140,000",1284.40367,Bajāru,59,"Latvia, Riga,",Teika Bajāru 59,Teika,"Latvia, Riga, Teika Bajāru 59",2018
22,"Продаётся квартира в частном доме, 4 собственника. У каждого отдельн",,4,153,1,Priv. m.,Pardod,"255,000",1666.666667,Visbijas pr.,1,"Latvia, Riga,",Mežaparks Visbijas pr. 1,Mežaparks,"Latvia, Riga, Mežaparks Visbijas pr. 1",2018
25,Просторная и уютная 4-комнатная квартирa с отличной планировкой в но,,4,97,3,Jaun.,Pardod,"119,000",1226.804124,Dzelzavas,68,"Latvia, Riga,",Purvciems Dzelzavas 68,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 68",2018
26,Četru istabu dzīvoklis ar kamīnu renovētā mājā Vecrīgā. Plaša dzīvoj,,4,131,4,P. kara,Pardod,"166,050",1267.557252,Jēkaba,26/28,"Latvia, Riga,",Vecrīga Jēkaba 26/28,Vecrīga,"Latvia, Riga, Vecrīga Jēkaba 26/28",2018
27,"Līdz 90% bankas līdzfinansējums: mazāka pirmā iemaksa, jo iespējams",,4,103,3,P. kara,Pardod,"222,750",2162.621359,Palasta,9,"Latvia, Riga,",Vecrīga Palasta 9,Vecrīga,"Latvia, Riga, Vecrīga Palasta 9",2018
28,Продаётся квартира в хорошем месте с развитой инфраструктурой. Требу,,4,89,5,119.,Pardod,"90,000",1011.235955,Rostokas,6,"Latvia, Riga,",Zolitūde Rostokas 6,Zolitūde,"Latvia, Riga, Zolitūde Rostokas 6",2018
32,За специальное предложение от застройщика в Kalnciema Kvartala Rezid,,4,9,1,Jaun.,Pardod,"110,000",12222.22222,Valentīna,16,"Latvia, Riga,",Āgenskalns Valentīna 16,Āgenskalns,"Latvia, Riga, Āgenskalns Valentīna 16",2018
32,"Pārdod 4-istabu dzīvokli Vecrīgā, Palasta ielā 9. Dzīvokļa kopējā pl",,4,103,3,P. kara,Pardod,"222,750",2162.621359,Palasta,9,"Latvia, Riga,",Vecrīga Palasta 9,Vecrīga,"Latvia, Riga, Vecrīga Palasta 9",2018
33,"Lieliska investīcija Vecrīgā, Vāgnera ielā 12, Rīga. Pārdod dzīv",,4,136,2,P. kara,Pardod,"239,000",1757.352941,Vāgnera,12,"Latvia, Riga,",Vecrīga Vāgnera 12,Vecrīga,"Latvia, Riga, Vecrīga Vāgnera 12",2018
34,Pārdod piecu istabu dzīvokli Āgenskalnā. Ēka atrodas nožogotā terito,,4,135,3,P. kara,Pardod,"230,000",1703.703704,Slokas,32,"Latvia, Riga,",Āgenskalns Slokas 32,Āgenskalns,"Latvia, Riga, Āgenskalns Slokas 32",2018
